order	family	Genus	species	mass(g)	gestation(mo)	newborn(g)	weaning(mo)	wean mass(g)	AFR(mo)	max. life(mo)	litter size	litters/year	refs
Pholidota	Manidae	Manis	tetradactyla	2750.00	-999.00	-999.00	-999.00	400.00	-999.00	-999	1.05	-999.00	"1,16"
Pholidota	Manidae	Manis	temminckii	7230.00	4.63	338.00	1.17	948.70	-999.00	-999	1.00	1.00	"1,11"
Primates	Callitrichidae	Callimico	goeldii	558.33	5.18	49.07	2.07	215.00	17.33	215	1.00	1.17	"1,2,3,22,23,24,29"
Primates	Callitrichidae	Callithrix	humeralifer	343.33	-999.00	34.50	3.50	-999.00	-999.00	-999	-999.00	-999.00	"1,18,22,24"
Primates	Callitrichidae	Callithrix	argentata	357.25	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.87	-999.00	"1,16"
Primates	Callitrichidae	Callithrix	pygmaea	116.83	4.60	16.16	3.00	70.00	20.55	216	1.98	-999.00	"1,2,11,22,23,24"
Primates	Callitrichidae	Callithrix	penicillata	307.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	24
Primates	Callitrichidae	Callithrix	flaviceps	406.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	24
Primates	Callitrichidae	Callithrix	jacchus	309.00	4.90	27.12	5.42	97.00	16.33	144	2.24	2.00	"1,2,16,22,23,24"
Primates	Callitrichidae	Leontopithecus	rosalia	558.00	4.35	55.07	4.30	165.00	25.01	338	1.95	1.75	"1,2,16,22,23,24,29"
Primates	Callitrichidae	Saguinus	leucopus	490.00	-999.00	44.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	24
Primates	Callitrichidae	Saguinus	imperator	445.80	-999.00	35.00	-999.00	-999.00	-999.00	240	-999.00	-999.00	"1,2,13,16,24"
Primates	Callitrichidae	Saguinus	bicolor	465.00	5.33	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,13,18"
Primates	Callitrichidae	Saguinus	nigricollis	411.00	-999.00	43.70	2.70	175.00	27.96	-999	1.66	-999.00	"1,16,22,24"
Primates	Callitrichidae	Saguinus	mystax	526.13	5.00	46.90	5.62	-999.00	-999.00	-999	1.89	-999.00	"1,16,24"
Primates	Callitrichidae	Saguinus	geoffroyi	499.33	4.67	46.03	1.83	-999.00	18.00	-999	1.97	-999.00	"1,2,13,18,22,24"
Primates	Callitrichidae	Saguinus	fuscicollis	370.00	4.91	39.60	3.00	-999.00	20.37	288	1.80	1.00	"1,2,13,16,22,24"
Primates	Callitrichidae	Saguinus	oedipus	401.00	5.84	40.22	7.79	102.50	25.33	300	1.92	1.00	"1,16,22,23,24,29"
Primates	Callitrichidae	Saguinus	labiatus	501.33	4.83	42.33	7.46	-999.00	-999.00	-999	1.91	1.20	"1,13,16,24"
Primates	Callitrichidae	Saguinus	midas	466.75	4.60	40.00	2.34	-999.00	21.06	156	1.80	1.36	"1,13,16,22,23,24,29"
Primates	Cebidae	Alouatta	pigra	11600.00	6.23	480.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2,24"
Primates	Cebidae	Alouatta	seniculus	5555.29	6.37	295.00	12.30	-999.00	54.96	-999	1.20	-999.00	"1,16,22,24"
Primates	Cebidae	Alouatta	palliata	5659.14	6.22	368.75	14.22	1100.00	42.30	240	1.00	0.60	"1,2,16,22,23,24"
Primates	Cebidae	Alouatta	caraya	5353.00	6.23	187.50	6.42	-999.00	41.51	-999	1.00	0.98	"1,2,4,22,24"
Primates	Cebidae	Aotus	trivirgatus	833.56	4.67	91.18	3.14	360.00	29.46	324	1.12	-999.00	"1,2,16,22,23,24"
Primates	Cebidae	Aotus	lemurinus	874.00	4.43	98.00	2.50	-999.00	-999.00	-999	1.00	1.00	24
Primates	Cebidae	Aotus	azarai	1230.00	-999.00	-999.00	7.70	-999.00	-999.00	-999	1.00	1.00	24
Primates	Cebidae	Ateles	belzebuth	5400.00	4.63	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16,22"
Primates	Cebidae	Ateles	geoffroyi	6265.80	7.39	447.50	23.47	2000.00	72.34	576	1.00	0.32	"1,2,16,22,24,29"
Primates	Cebidae	Ateles	paniscus	7758.80	7.39	461.67	26.15	3790.00	54.73	-999	1.00	0.50	"1,13,16,22,24"
Primates	Cebidae	Ateles	fusciceps	7761.80	7.47	235.00	12.90	-999.00	56.28	240	1.00	0.50	"1,18,22,23,24,29"
Primates	Cebidae	Brachyteles	arachnoides	11142.50	7.76	-999.00	21.75	-999.00	90.00	-999	1.00	0.34	"2,22,24"
Primates	Cebidae	Cacajao	calvus	4092.00	6.00	-999.00	21.14	-999.00	32.90	372	1.00	0.50	"1,2,18,22,24"
Primates	Cebidae	Callicebus	torquatus	1050.00	-999.00	-999.00	5.00	-999.00	48.80	-999	1.00	-999.00	"1,13,16,22,23"
Primates	Cebidae	Callicebus	cupreus	1120.00	4.33	74.00	6.77	-999.00	-999.00	-999	1.00	0.93	24
Primates	Cebidae	Callicebus	moloch	850.00	5.49	72.20	3.50	-999.00	36.00	300	1.17	1.00	"1,2,4,11,22,24"
Primates	Cebidae	Cebus	olivaceus	2410.00	-999.00	-999.00	24.33	-999.00	72.00	-999	1.00	-999.00	"22,24"
Primates	Cebidae	Cebus	capucinus	2602.57	5.70	237.25	17.12	1350.00	48.00	660	1.00	0.46	"1,2,16,22,23,24,29"
Primates	Cebidae	Cebus	apella	2528.50	5.33	225.42	10.09	1000.00	57.56	540	1.00	0.55	"1,2,3,16,22,23,24"
Primates	Cebidae	Cebus	albifrons	2539.07	5.17	232.42	8.15	-999.00	45.66	480	1.00	0.67	"1,13,16,22,24"
Primates	Cebidae	Chiropotes	albinasus	2900.00	5.00	-999.00	-999.00	-999.00	48.00	-999	1.00	-999.00	"1,13,18"
Primates	Cebidae	Chiropotes	satanas	2750.00	5.00	-999.00	-999.00	-999.00	48.00	216	1.00	-999.00	"2,3,16,22"
Primates	Cebidae	Lagothrix	lagotricha	6076.25	8.35	213.96	11.57	-999.00	81.49	311	1.00	0.50	"1,2,3,16,22,24,29"
Primates	Cebidae	Pithecia	monachus	1926.67	-999.00	120.67	-999.00	-999.00	-999.00	168	1.00	-999.00	"13,16,24"
Primates	Cebidae	Pithecia	pithecia	1377.20	5.32	-999.00	4.00	-999.00	25.48	420	1.00	-999.00	"1,2,3,16,22,24,29"
Primates	Cebidae	Saimiri	oerstedi	580.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cebidae	Saimiri	sciureus	607.80	5.71	113.25	6.40	410.50	38.71	252	1.00	1.33	"1,3,13,16,22,23,24"
Primates	Cercopithecidae	Allenopithecus	nigroviridis	3301.67	-999.00	221.00	2.50	-999.00	-999.00	276	1.00	-999.00	"1,2,24"
Primates	Cercopithecidae	Cercocebus	galeritus	5425.75	5.85	-999.00	12.00	2170.00	74.54	228	1.00	-999.00	"1,16,22,23,24"
Primates	Cercopithecidae	Cercocebus	torquatus	7036.67	5.61	-999.00	-999.00	-999.00	57.60	246	1.00	-999.00	"1,2,16,22,23,24"
Primates	Cercopithecidae	Cercopithecus	wolfi	2870.00	-999.00	435.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	"1,24"
Primates	Cercopithecidae	Cercopithecus	lhoesti	4700.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Cercopithecus	mona	3833.33	-999.00	283.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2,22,24"
Primates	Cercopithecidae	Cercopithecus	nictitans	4225.33	5.67	406.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"22,24"
Primates	Cercopithecidae	Cercopithecus	erythrotis	-999.00	-999.00	-999.00	16.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Cercopithecus	cephus	2866.25	5.67	339.00	-999.00	-999.00	60.00	-999	1.00	-999.00	"1,16,22,24"
Primates	Cercopithecidae	Cercopithecus	pogonias	2973.67	5.67	339.00	-999.00	-999.00	60.00	-999	1.00	-999.00	"22,24"
Primates	Cercopithecidae	Cercopithecus	ascanius	3392.60	5.00	371.00	6.00	-999.00	60.00	-999	1.00	-999.00	"1,2,22,24"
Primates	Cercopithecidae	Cercopithecus	campbelli	3150.00	6.00	-999.00	12.00	-999.00	-999.00	351	1.00	-999.00	"2,16,22"
Primates	Cercopithecidae	Cercopithecus	mitis	5685.71	4.50	391.65	10.37	-999.00	60.62	-999	1.00	0.50	"1,2,13,22,23,24"
Primates	Cercopithecidae	Cercopithecus	solatus	3920.00	-999.00	-999.00	-999.00	-999.00	57.00	-999	1.00	0.67	24
Primates	Cercopithecidae	Cercopithecus	neglectus	4670.17	5.75	305.00	13.00	1640.00	50.80	-999	1.00	1.00	"1,2,13,22,23,24"
Primates	Cercopithecidae	Cercopithecus	diana	4216.50	-999.00	463.00	12.00	-999.00	64.50	418	1.00	1.00	"22,24"
Primates	Cercopithecidae	Chlorocebus	aethiops	3732.64	5.62	337.79	6.99	1036.50	47.37	372	1.00	1.00	"1,16,22,23,24"
Primates	Cercopithecidae	Colobus	angolensis	9000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Colobus	satanas	9500.00	6.50	-999.00	16.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Colobus	polykomos	8508.00	6.26	573.40	8.87	1240.00	79.79	312	1.00	0.55	"1,2,13,16,22,23,24"
Primates	Cercopithecidae	Colobus	guereza	9725.17	5.67	497.00	12.38	1600.00	53.40	288	1.00	0.59	"1,2,13,16,22,24"
Primates	Cercopithecidae	Erythrocebus	patas	5883.40	5.56	546.50	5.33	1950.00	32.84	287	1.00	0.97	"1,2,22,23,24"
Primates	Cercopithecidae	Lophocebus	albigena	6725.80	5.97	462.50	7.67	2170.00	57.58	392	1.00	0.36	"1,2,22,23,24,25"
Primates	Cercopithecidae	Macaca	thibetana	10036.67	5.67	533.33	18.80	2400.00	-999.00	-999	1.00	0.50	"1,16,24"
Primates	Cercopithecidae	Macaca	fuscata	8857.50	5.72	504.96	12.06	1767.50	55.02	-999	1.33	0.50	"1,16,22,23,24"
Primates	Cercopithecidae	Macaca	maura	5575.00	5.43	389.50	16.67	-999.00	60.00	-999	1.00	0.55	"22,24"
Primates	Cercopithecidae	Macaca	sylvanus	9752.60	5.49	450.00	7.00	2420.00	49.81	-999	1.50	0.55	"1,2,16,22,23,24"
Primates	Cercopithecidae	Macaca	arctoides	7307.67	6.00	486.20	11.20	2300.00	47.76	-999	1.00	0.61	"1,2,16,24"
Primates	Cercopithecidae	Macaca	nigra	6211.67	5.78	457.67	7.00	-999.00	63.21	216	1.00	0.67	"1,16,22,23,24"
Primates	Cercopithecidae	Macaca	sinica	3495.00	-999.00	446.00	13.03	-999.00	54.00	420	1.00	0.69	"1,2,8,22,24"
Primates	Cercopithecidae	Macaca	silenus	4875.00	5.94	418.00	12.00	-999.00	53.16	-999	1.00	0.70	"1,2,16,22,23,24"
Primates	Cercopithecidae	Macaca	mulatta	5413.40	5.47	476.20	9.47	1454.00	41.08	259	1.00	0.75	"1,2,16,22,23,24"
Primates	Cercopithecidae	Macaca	cyclopis	6316.67	5.40	401.00	6.87	-999.00	-999.00	-999	1.00	0.80	"1,16,24"
Primates	Cercopithecidae	Macaca	nemestrina	6133.10	5.71	476.24	10.66	1416.50	43.64	316	1.00	0.85	"1,2,13,16,22,23,24"
Primates	Cercopithecidae	Macaca	fascicularis	3456.29	5.49	407.82	9.58	990.33	43.56	445	1.00	0.93	"1,2,16,22,23,24"
Primates	Cercopithecidae	Macaca	radiata	3735.00	5.43	391.33	10.72	2000.00	45.35	-999	1.00	1.00	"1,16,22,24"
Primates	Cercopithecidae	Mandrillus	leucophaeus	9087.50	6.19	772.00	16.00	-999.00	56.85	343	1.00	-999.00	"1,2,22,24"
Primates	Cercopithecidae	Mandrillus	sphinx	11916.67	6.02	751.50	11.64	3000.00	48.21	349	1.07	0.83	"1,2,22,24"
Primates	Cercopithecidae	Miopithecus	talapoin	1093.33	5.40	187.50	5.43	450.00	53.13	332	1.00	1.00	"1,2,22,23,24"
Primates	Cercopithecidae	Nasalis	larvatus	9462.60	5.53	452.00	7.62	2000.00	54.00	276	1.00	0.67	"1,2,22,24"
Primates	Cercopithecidae	Papio	hamadryas	14028.57	5.94	836.97	8.59	3950.00	55.17	540	1.00	0.80	"1,2,22,23"
Primates	Cercopithecidae	Presbytis	comata	6200.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,22"
Primates	Cercopithecidae	Presbytis	rubicunda	6300.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Presbytis	potenziani	6400.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Presbytis	melalophos	6600.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Procolobus	verus	3600.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Procolobus	badius	6163.50	5.63	-999.00	21.88	-999.00	48.96	-999	1.00	-999.00	"1,2,13,22,24"
Primates	Cercopithecidae	Pygathrix	bieti	9960.00	-999.00	427.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	24
Primates	Cercopithecidae	Pygathrix	nemaeus	8310.00	6.25	463.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"22,24"
Primates	Cercopithecidae	Semnopithecus	entellus	11253.33	6.30	500.00	11.48	2100.00	40.64	300	1.14	0.67	"1,2,13,22,23,24"
Primates	Cercopithecidae	Theropithecus	gelada	12242.33	5.81	464.50	15.40	3900.00	46.30	360	1.00	0.50	"1,2,22,23,24,25"
Primates	Cercopithecidae	Trachypithecus	francoisi	7325.00	-999.00	457.00	13.10	-999.00	48.00	-999	-999.00	-999.00	24
Primates	Cercopithecidae	Trachypithecus	geei	8100.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Trachypithecus	johnii	12000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Cercopithecidae	Trachypithecus	cristatus	6572.00	-999.00	-999.00	12.00	-999.00	48.00	-999	1.00	-999.00	"22,24"
Primates	Cercopithecidae	Trachypithecus	vetulus	7081.75	6.95	432.33	8.23	1100.00	42.00	-999	1.00	0.37	"1,2,16,22,24"
Primates	Cercopithecidae	Trachypithecus	obscurus	6426.00	4.92	329.83	12.00	-999.00	48.00	-999	1.00	0.50	"1,2,16,22,24"
Primates	Cercopithecidae	Trachypithecus	phayrei	8400.00	5.50	-999.00	10.17	-999.00	-999.00	-999	1.00	0.80	24
Primates	Cheirogaleidae	Cheirogaleus	major	394.20	2.35	18.04	1.55	-999.00	-999.00	106	2.25	-999.00	"1,16,22,24"
Primates	Cheirogaleidae	Cheirogaleus	medius	170.60	2.16	16.33	2.03	-999.00	13.77	230	2.14	1.00	"1,2,16,22,24"
Primates	Cheirogaleidae	Microcebus	rufus	69.00	-999.00	6.50	1.33	-999.00	-999.00	-999	2.50	-999.00	"1,2"
Primates	Cheirogaleidae	Microcebus	coquereli	306.67	2.95	14.50	4.54	-999.00	18.20	183	1.70	1.00	"1,2,22,24"
Primates	Cheirogaleidae	Microcebus	murinus	71.00	1.84	5.78	1.30	-999.00	12.90	186	2.41	1.00	"1,2,22,23,24,29"
Primates	Cheirogaleidae	Phaner	furcifer	400.00	-999.00	-999.00	-999.00	-999.00	-999.00	144	1.00	-999.00	"1,2"
Primates	Daubentoniidae	Daubentonia	madagascariensis	2610.33	5.53	123.00	7.71	1535.00	39.00	279	1.00	1.04	"1,2,13,22,24"
Primates	Galagonidae	Euoticus	elegantulus	280.00	4.50	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	22
Primates	Galagonidae	Galago	alleni	289.20	4.47	24.00	-999.00	-999.00	10.11	-999	1.15	-999.00	"1,2,13,22,24"
Primates	Galagonidae	Galago	moholi	180.00	4.10	12.10	3.07	95.00	10.62	-999	1.00	2.00	"1,2,24"
Primates	Galagonidae	Galago	senegalensis	171.38	4.23	14.05	2.93	116.67	11.33	226	1.59	2.00	"1,2,16,22,23,24,25,29"
Primates	Galagonidae	Galagoides	demidoff	66.00	3.12	10.58	1.50	-999.00	13.88	168	1.57	1.00	"1,2,13,22,24,29"
Primates	Galagonidae	Galagoides	zanzibaricus	144.00	4.10	14.55	-999.00	-999.00	10.67	198	1.32	2.00	"1,2,24"
Primates	Galagonidae	Otolemur	crassicaudatus	1143.33	4.41	51.21	4.53	500.00	22.16	216	1.57	1.00	"1,2,16,22,23,24,29"
Primates	Galagonidae	Otolemur	garnettii	731.33	4.40	49.00	-999.00	-999.00	19.48	216	1.00	1.36	"2,24"
Primates	Hominidae	Gorilla	gorilla	101386.11	8.47	2077.50	27.44	12595.00	89.33	472	1.01	0.26	"1,2,22,23,24,29"
Primates	Hominidae	Pan	troglodytes	37618.18	7.36	1669.92	36.54	8500.00	131.87	726	1.10	0.20	"1,2,8,22,23,24,25"
Primates	Hominidae	Pan	paniscus	32733.33	7.75	1411.20	20.87	8500.00	108.00	-999	1.00	0.22	"1,2,24"
Primates	Hominidae	Pongo	pygmaeus	37115.60	8.67	1671.93	36.79	11000.00	110.12	672	1.21	0.22	"1,2,11,22,23,24"
Primates	Hylobatidae	Hylobates	moloch	6048.40	7.50	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16,22,24"
Primates	Hylobatidae	Hylobates	klossii	5900.00	7.00	-999.00	11.00	-999.00	-999.00	-999	1.00	-999.00	22
Primates	Hylobatidae	Hylobates	hoolock	6500.00	-999.00	-999.00	23.30	-999.00	84.00	-999	1.00	-999.00	"1,22"
Primates	Hylobatidae	Hylobates	concolor	6389.67	6.84	-999.00	-999.00	-999.00	100.50	-999	1.00	-999.00	"1,22,24"
Primates	Hylobatidae	Hylobates	agilis	5666.67	-999.00	-999.00	-999.00	-999.00	-999.00	528	1.00	-999.00	"2,16,22"
Primates	Hylobatidae	Hylobates	syndactylus	9554.67	7.74	527.33	21.10	-999.00	89.40	300	1.17	0.36	"1,2,13,16,22,23,24"
Primates	Hylobatidae	Hylobates	lar	5050.56	7.08	325.71	19.73	1070.00	103.27	378	1.00	0.45	"1,2,16,22,23,24,29"
Primates	Indridae	Avahi	laniger	1094.43	4.50	-999.00	5.33	-999.00	30.96	-999	1.00	1.00	"1,2,13,22,24"
Primates	Indridae	Indri	indri	7918.00	4.85	300.00	10.41	-999.00	96.00	-999	1.00	0.40	"1,2,11,22,24"
Primates	Indridae	Propithecus	tattersalli	3545.00	-999.00	98.00	5.10	-999.00	54.00	-999	-999.00	-999.00	24
Primates	Indridae	Propithecus	diadema	6260.00	5.93	135.00	9.10	-999.00	51.06	-999	-999.00	0.48	24
Primates	Indridae	Propithecus	verreauxi	3657.13	4.70	77.64	6.04	-999.00	39.62	280	1.17	1.00	"1,2,16,22,23,24"
Primates	Lemuridae	Eulemur	rubriventer	1765.33	4.28	85.50	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2,16,24"
Primates	Lemuridae	Eulemur	macaco	2171.83	4.37	74.67	5.17	-999.00	26.14	325	1.06	1.00	"1,2,16,22,24"
Primates	Lemuridae	Eulemur	mongoz	1666.20	4.29	58.93	5.07	-999.00	26.17	-999	1.21	1.00	"1,2,16,22,24"
Primates	Lemuridae	Eulemur	coronatus	1389.25	4.12	59.00	-999.00	-999.00	20.00	-999	1.32	1.00	"1,21,24"
Primates	Lemuridae	Eulemur	fulvus	2426.29	4.02	78.40	5.03	-999.00	22.59	432	1.08	2.00	"1,2,22,23,24,29"
Primates	Lemuridae	Hapalemur	aureus	1390.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	1.00	24
Primates	Lemuridae	Hapalemur	griseus	1202.71	4.73	44.80	4.84	-999.00	28.93	204	1.20	1.09	"1,2,16,22,23,24"
Primates	Lemuridae	Lemur	catta	2466.67	4.43	72.14	4.79	-999.00	24.75	396	1.11	0.93	"1,2,22,23,24"
Primates	Lemuridae	Varecia	variegata	3431.43	3.34	91.99	3.67	2893.00	24.28	396	2.23	1.00	"1,2,22,23,24"
Primates	Loridae	Arctocebus	calabarensis	314.14	4.46	29.69	3.69	160.00	10.36	156	1.00	1.50	"1,2,22,23,24,29"
Primates	Loridae	Loris	tardigradus	237.00	5.56	12.34	5.92	139.00	13.37	185	1.37	1.50	"1,2,13,22,24"
Primates	Loridae	Nycticebus	pygmaeus	307.00	6.17	21.50	-999.00	-999.00	-999.00	-999	2.00	-999.00	24
Primates	Loridae	Nycticebus	coucang	966.20	6.34	49.94	5.82	520.00	23.42	174	1.07	1.00	"1,2,22,24,29"
Primates	Loridae	Perodicticus	potto	1083.50	6.44	40.51	4.34	-999.00	18.74	312	1.03	1.00	"1,2,22,23,24,29"
Primates	Megaladapidae	Lepilemur	leucopus	700.00	-999.00	-999.00	-999.00	-999.00	11.20	-999	-999.00	-999.00	23
Primates	Megaladapidae	Lepilemur	ruficaudatus	779.00	-999.00	-999.00	4.00	-999.00	19.56	-999	-999.00	-999.00	24
Primates	Megaladapidae	Lepilemur	mustelinus	713.00	4.38	37.17	2.81	-999.00	20.84	144	1.00	1.00	"1,13,16,22,24"
Primates	Tarsiidae	Tarsius	pumilis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	24
Primates	Tarsiidae	Tarsius	dianae	107.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	24
Primates	Tarsiidae	Tarsius	syrichta	112.00	5.98	25.62	2.73	-999.00	-999.00	161	1.00	-999.00	"1,2,16,22,24,29"
Primates	Tarsiidae	Tarsius	bancanus	101.20	5.93	25.42	2.02	-999.00	30.24	-999	1.00	1.49	"1,2,16,24"
Primates	Tarsiidae	Tarsius	spectrum	179.60	5.62	25.70	2.27	-999.00	13.38	144	1.00	2.38	"1,16,22,23,24"
Proboscidea	Elephantidae	Elephas	maximus	3178000.00	21.12	100038.90	18.00	-999.00	126.53	960	1.00	0.23	"1,2,23,29"
Proboscidea	Elephantidae	Loxodonta	africana	3507000.00	21.46	99006.25	39.35	600000.00	147.51	840	1.02	0.21	"1,2,8,9,23,29"
Rodentia	Abrocomidae	Abrocoma	cinerea	250.00	3.78	12.25	-999.00	-999.00	-999.00	-999	1.80	-999.00	"1,2,4,16,29"
Rodentia	Abrocomidae	Abrocoma	bennetti	307.00	-999.00	-999.00	-999.00	-999.00	-999.00	28	3.00	2.00	"1,2"
Rodentia	Agoutidae	Agouti	paca	9000.00	3.77	682.40	2.41	-999.00	10.50	192	1.26	1.50	"1,2,4,11,29"
Rodentia	Anomaluridae	Anomalurus	beecrofti	389.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,16"
Rodentia	Anomaluridae	Anomalurus	derbianus	770.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.17	2.00	"1,2"
Rodentia	Anomaluridae	Anomalurus	pelii	1650.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	2.00	"1,2,13"
Rodentia	Anomaluridae	Idiurus	zenkeri	15.75	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Rodentia	Aplodontidae	Aplodontia	rufa	687.00	0.98	23.58	1.75	392.52	23.45	72	3.14	1.00	"1,2,6,23"
Rodentia	Bathyergidae	Bathyergus	suillus	635.00	2.26	34.00	0.70	-999.00	-999.00	-999	3.13	1.50	"1,2,27"
Rodentia	Bathyergidae	Bathyergus	janetta	332.00	-999.00	15.40	0.93	-999.00	-999.00	-999	3.50	1.50	"1,2"
Rodentia	Bathyergidae	Cryptomys	damarensis	144.00	3.05	9.00	2.73	-999.00	2.43	-999	2.50	1.00	2
Rodentia	Bathyergidae	Cryptomys	hottentotus	132.50	2.67	8.63	1.50	26.05	14.78	115	2.86	1.50	"1,2"
Rodentia	Bathyergidae	Cryptomys	ochraceocinereus	200.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	"1,2"
Rodentia	Bathyergidae	Georychus	capensis	181.00	1.47	8.40	0.57	36.00	10.00	36	5.95	2.00	"1,2"
Rodentia	Bathyergidae	Heliophobius	argenteocinereus	160.00	2.90	7.00	-999.00	-999.00	-999.00	-999	2.60	1.25	"1,2"
Rodentia	Bathyergidae	Heterocephalus	glaber	35.00	2.23	1.88	1.17	11.00	7.50	192	8.95	3.50	"1,2"
Rodentia	Capromyidae	Capromys	pilorides	4683.33	4.25	209.50	3.30	-999.00	8.38	136	2.08	-999.00	"1,2,23,29"
Rodentia	Capromyidae	Geocapromys	ingrahami	660.00	3.85	78.00	-999.00	250.00	-999.00	-999	1.00	-999.00	"1,16,29"
Rodentia	Capromyidae	Geocapromys	brownii	1500.00	3.23	-999.00	-999.00	-999.00	12.00	118	1.80	2.00	"1,2,11"
Rodentia	Capromyidae	Mysateles	melanurus	-999.00	6.63	-999.00	6.63	-999.00	-999.00	-999	1.75	-999.00	1
Rodentia	Capromyidae	Mysateles	prehensilis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	1
Rodentia	Capromyidae	Plagiodontia	aedium	1267.00	4.50	105.85	-999.00	-999.00	-999.00	119	1.22	-999.00	"1,2,29"
Rodentia	Castoridae	Castor	fiber	19000.00	3.51	537.94	2.33	4200.00	31.22	420	3.16	-999.00	"1,13,16"
Rodentia	Castoridae	Castor	canadensis	19606.67	3.76	455.43	1.85	-999.00	21.60	-999	3.56	1.00	"1,6,11,23,29"
Rodentia	Caviidae	Cavia	tschudii	637.50	2.11	-999.00	-999.00	-999.00	2.03	-999	1.90	-999.00	"2,4,16,23"
Rodentia	Caviidae	Cavia	aperea	341.00	2.07	59.66	0.56	171.05	2.44	-999	2.48	-999.00	"1,2,3,16,29"
Rodentia	Caviidae	Cavia	porcellus	728.00	2.24	85.14	0.60	228.00	2.25	-999	4.30	-999.00	"1,2,16,29"
Rodentia	Caviidae	Dolichotis	salinicola	1600.00	2.57	196.00	-999.00	-999.00	-999.00	-999	1.25	-999.00	"4,16,29"
Rodentia	Caviidae	Dolichotis	patagonum	12500.00	2.81	561.94	2.13	-999.00	5.00	168	1.71	3.50	"1,2,29"
Rodentia	Caviidae	Galea	spixii	326.00	1.78	-999.00	-999.00	-999.00	-999.00	55	2.40	-999.00	"1,2,18"
Rodentia	Caviidae	Galea	musteloides	337.85	1.78	37.99	1.27	136.75	2.18	22	2.63	-999.00	"1,2,4,23,29"
Rodentia	Caviidae	Kerodon	rupestris	950.00	2.53	80.33	-999.00	-999.00	3.12	132	1.57	-999.00	"1,2"
Rodentia	Caviidae	Microcavia	australis	350.00	1.80	30.40	1.28	-999.00	3.19	-999	2.36	4.00	"1,2,4,23"
Rodentia	Chinchillidae	Chinchilla	brevicaudata	500.00	4.27	-999.00	-999.00	-999.00	8.00	240	1.45	1.50	"1,2,16"
Rodentia	Chinchillidae	Chinchilla	lanigera	642.50	3.70	39.27	1.78	-999.00	6.45	-999	1.62	2.00	"1,4,16,23,29"
Rodentia	Chinchillidae	Lagidium	viscacia	600.00	4.39	260.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,16,29"
Rodentia	Chinchillidae	Lagidium	peruanum	1270.00	4.04	180.00	1.94	-999.00	7.18	234	1.00	2.00	"1,2,4,18,23,29"
Rodentia	Chinchillidae	Lagostomus	maximus	3250.00	5.14	196.00	1.78	652.25	7.40	113	2.05	1.75	"1,2,4,23"
