MSW05_Order	MSW05_Family	MSW05_Genus	MSW05_Species	MSW05_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Diprotodontia	Macropodidae	Macropus	dorsalis	Macropus dorsalis	-999.00	11249.96	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	34.98	1.00	0.71	0.66	211.00	1.00	-999.00	180.00	-999.00	-999.00	110.00	-999.00	476.20	-999.00	-999	1.00	-999	-999.00	1000.00	-999.00	543;955;1297;1573;1760;1848;2655;2986	-999.00	1.45	-999.00	-999.00	657068.02	-18.07	-32.69	-25.38	153.63	144.27	148.95	0	8.45	0.00	0.06	65.52	192.10	780.53	1385.89
Diprotodontia	Macropodidae	Macropus	eugenii	Macropus eugenii	-999.00	5278.48	-999.00	-999.00	-999.00	319.37	1385.65	4837.00	-999.00	-999.00	29.89	1.00	-999.00	-999.00	365.00	1.01	1.00	168.00	0.44	-999.00	73.86	-999.00	413.84	8.00	-999	1.00	-999	315.00	1048.80	-999.00	543;682;833;955;1297;1412;1501;1760;1822;1848;2483;2484;2509;2655;2986	-999.00	-999.00	-999.00	-999.00	94354.10	-28.42	-36.07	-32.25	138.13	113.67	125.90	0	7.96	0.00	-4.53515239279162e-03	41.77	154.09	404.73	1081.21
Diprotodontia	Macropodidae	Macropus	fuliginosus	Macropus fuliginosus	1.00	25564.70	-999.00	-999.00	-999.00	608.33	-999.00	-999.00	-999.00	-999.00	30.80	1.00	2.52	2.36	372.02	1.00	1.00	240.00	0.86	-999.00	56.00	-999.00	708.84	-999.00	-999	1.00	-999	518.67	7778.17	-999.00	543;955;1297;1573;1760;1848;2484;2655;2986	-999.00	-999.00	-999.00	-999.00	1782181.02	-26.58	-38.43	-32.50	149.30	113.71	131.51	0	2.62	0.00	0.02	28.78	176.04	333.94	1101.35
Diprotodontia	Macropodidae	Macropus	giganteus	Macropus giganteus	2.00	33409.89	-999.00	876.16	-999.00	812.60	-999.00	-999.00	2.00	-999.00	36.56	1.00	0.41	4.49	362.79	1.00	1.00	288.00	0.84	-999.00	41.95	76.90	704.86	-999.00	4	1.00	1	510.82	8124.03	-999.00	543;955;1297;1412;1477;1501;1573;1760;1848;2312;2484;2655;2683;2986	-999.00	-999.00	-999.00	-999.00	2210263.58	-14.16	-42.28	-28.22	153.63	139.32	146.48	0	8.81	0.00	0.04	51.16	188.75	581.67	1273.91
Diprotodontia	Macropodidae	Macropus	greyi	Macropus greyi	-999.00	10000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999	-999.00	-999.00	-999.00	1760;1848;2655	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Diprotodontia	Macropodidae	Macropus	irma	Macropus irma	1.00	8000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	26.70	-999.00	-999.00	-999.00	-999	1.00	-999	-999.00	-999.00	-999.00	955;1297;1760;1848;2655;2986	-999.00	-999.00	-999.00	-999.00	142571.52	-27.87	-35.13	-31.50	122.54	114.49	118.52	0	11.10	0.00	0.07	52.21	155.99	431.25	1146.36
Diprotodontia	Macropodidae	Macropus	parma	Macropus parma	-999.00	4156.62	-999.00	-999.00	-999.00	380.20	1376.25	3750.00	1.00	-999.00	34.66	1.00	-999.00	-999.00	213.00	0.90	1.30	120.00	0.50	-999.00	-999.00	-999.00	600.21	-999.00	-999	1.00	1	292.33	754.00	-999.00	543;955;1297;1412;1760;1848;2655;2986	-999.00	-999.00	-999.00	-999.00	53268.32	-28.22	-34.83	-31.52	153.16	149.42	151.29	1	24.65	1.00	0.06	86.85	154.42	760.71	1196.50
Diprotodontia	Macropodidae	Macropus	parryi	Macropus parryi	1.00	12629.83	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	37.14	1.00	-999.00	-999.00	266.00	1.00	-999.00	168.00	-999.00	-999.00	40.29	-999.00	763.62	-999.00	-999	1.00	1	443.42	-999.00	-999.00	543;730;955;1297;1760;1848;2655;2986	-999.00	1.29	-999.00	-999.00	364427.09	-16.18	-31.96	-24.07	153.63	145.25	149.44	0	12.80	0.00	0.08	78.38	196.36	904.66	1486.52
Diprotodontia	Macropodidae	Macropus	robustus	Macropus robustus	1.00	25978.92	-999.00	-999.00	-999.00	-999.00	5453.50	29650.00	1.00	-999.00	34.59	1.00	0.98	0.71	258.54	1.00	-999.00	288.00	0.70	-999.00	40.00	-999.00	714.30	1.92	-999	1.00	1	366.19	4743.41	-999.00	543;634;730;955;1297;1412;1501;1573;1760;1822;1848;2484;2655	-999.00	1.31	-999.00	-999.00	6741241.31	-11.11	-36.78	-23.95	153.63	113.14	133.39	0	2.47	0.00	0.03	36.44	216.05	446.35	1378.84
Diprotodontia	Macropodidae	Macropus	rufogriseus	Macropus rufogriseus	1.00	16850.00	-999.00	-999.00	153.50	501.87	-999.00	-999.00	-999.00	-999.00	30.00	1.00	0.12	0.13	279.87	1.01	1.00	228.00	0.53	-999.00	46.47	-999.00	485.19	1.31	4	1.00	-999	426.22	3199.21	-999.00	543;710;955;983;1297;1340;1497;1498;1573;1760;1848;1992;2483;2484;2655;2986	-999.00	-999.00	-999.00	-999.00	643869.03	-21.97	-43.06	-32.51	153.63	140.11	146.87	0	23.05	0.00	0.04	67.00	157.83	722.82	1183.05
Diprotodontia	Macropodidae	Macropus	rufus	Macropus rufus	1.00	38968.39	-999.00	-999.00	-999.00	547.50	5568.64	30617.50	1.00	-999.00	33.99	1.00	4.08	4.41	238.50	1.00	-999.00	360.00	0.81	-999.00	3.14	-999.00	695.03	2.60	-999	1.00	1	359.99	7416.19	-999.00	543;634;730;955;1052;1297;1412;1501;1573;1760;1822;1848;2484;2655;2986	-999.00	1.36	-999.00	-999.00	5285730.12	-16.89	-36.27	-26.58	150.63	113.14	131.89	0	0.17	0.00	-4.02539461629889e-03	26.18	213.03	350.95	1320.08
Macroscelidea	Macroscelididae	Macroscelides	proboscideus	Macroscelides proboscideus	2.00	38.64	-999.00	112.96	0.00	-999.00	52.57	38.80	6.00	-999.00	58.49	2.00	0.70	1.00	-999.00	1.93	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	6	1.00	2	4.99	-999.00	-999.00	1297;1584;1585;1822;2151;2259;2390;2391;2655;3075	-999.00	-999.00	-999.00	-999.00	983287.39	-17.64	-34.83	-26.24	27.56	11.72	19.64	0	13.43	0.00	0.08	18.81	164.87	306.01	1131.07
Rodentia	Nesomyidae	Macrotarsomys	bastardi	Macrotarsomys bastardi	1.00	28.45	-999.00	89.99	-999.00	-999.00	-999.00	-999.00	5.00	-999.00	23.99	2.00	-999.00	-999.00	-999.00	2.50	-999.00	-999.00	-999.00	-999.00	-999.00	2.00	-999.00	-999.00	-999	1.00	2	-999.00	-999.00	-999.00	1045;1048;1297;2152;2333;2655	-999.00	-999.00	-999.00	-999.00	94419.33	-15.67	-25.49	-20.58	47.58	43.22	45.40	2	10.98	3.00	0.18	75.62	240.67	859.05	1619.86
Rodentia	Nesomyidae	Macrotarsomys	ingens	Macrotarsomys ingens	1.00	54.99	-999.00	120.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	3.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999	-999.00	-999.00	-999.00	899;2152;2655	-999.00	-999.00	-999.00	-999.00	321.50	-16.26	-16.45	-16.36	47.17	46.98	47.08	17	23.00	17.00	0.18	129.00	264.50	906.50	1602.00
Peramelemorphia	Thylacomyidae	Macrotis	lagotis	Macrotis lagotis	1.00	1229.58	-999.00	375.00	-999.00	-999.00	400.19	1138.00	7.00	-999.00	14.60	2.00	-999.00	-999.00	175.00	1.50	4.00	120.00	-999.00	-999.00	8.00	-999.00	177.68	1.00	-999	1.00	2	93.73	-999.00	-999.00	123;511;543;955;1015;1072;1219;1297;1412;1760;1822;1926;1946;2655;2679;2680;2682	-999.00	-999.00	-999.00	-999.00	1334006.79	-16.36	-27.96	-22.16	141.01	117.56	129.28	0	0.00	0.00	-999.00	24.38	234.87	348.56	1380.47
Peramelemorphia	Thylacomyidae	Macrotis	leucura	Macrotis leucura	1.00	364.17	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	2	-999.00	-999.00	-999.00	955;1072;1760;2655	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Chiroptera	Phyllostomidae	Macrotus	californicus	Macrotus californicus	-999.00	11.83	50.58	-999.00	-999.00	365.00	14.62	11.70	2.00	-999.00	250.29	1.00	-999.00	-999.00	-999.00	1.00	-999.00	124.80	2.52	37.54	-999.00	-999.00	216.03	-999.00	-999	2.00	2	35.51	-999.00	-999.00	438;508;543;832;984;1297;1405;1658;1705;1822;1948;2143;2151;2215;2622;2655;2789	-999.00	-999.00	-999.00	-999.00	632245.58	36.65	22.86	29.76	-107.01	-117.25	-112.13	0	23.55	0.00	0.14	21.10	179.70	404.57	1207.26
Chiroptera	Phyllostomidae	Macrotus	waterhousii	Macrotus waterhousii	-999.00	16.27	51.64	58.36	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	0.98	-999.00	125.00	0.59	22.27	-999.00	120.00	-999.00	-999.00	-999	2.00	-999	-999.00	-999.00	-999.00	108;502;657;892;1297;1384;1388;1658;2143;2151;2655;3023	-999.00	-999.00	-999.00	-999.00	1814916.35	37.80	13.92	25.86	-65.59	-120.15	-92.87	0	74.50	1.00	0.11	64.49	193.75	771.43	1385.87
Rodentia	Muridae	Macruromys	elegans	Macruromys elegans	-999.00	-999.00	-999.00	158.24	-999.00	-999.00	-999.00	-999.00	2.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4	1.00	1	-999.00	-999.00	-999.00	977;2152;2803	116.75	-999.00	-999.00	-999.00	314.57	-3.83	-4.01	-3.92	135.67	135.49	135.58	2	4.33	2.00	0.06	191.66	200.33	1777.00	2107.00
Rodentia	Muridae	Macruromys	major	Macruromys major	1.00	357.25	-999.00	241.75	-999.00	-999.00	-999.00	-999.00	2.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4	1.00	1	-999.00	-999.00	-999.00	977;2152;2655;2803	-999.00	-999.00	-999.00	-999.00	107183.11	-3.44	-8.34	-5.89	147.28	138.79	143.03	1	10.42	1.00	0.14	304.67	200.51	1675.25	1682.92
Artiodactyla	Bovidae	Madoqua	guentheri	Madoqua guentheri	3.00	4623.70	-999.00	612.07	-999.00	-999.00	-999.00	-999.00	6.00	327.33	175.00	1.00	0.03	0.05	-999.00	0.98	-999.00	168.00	684.00	-999.00	14.01	-999.00	138.60	6.25	4	1.00	1	74.25	-999.00	-999.00	869;1297;1525;1573;1603;1848;2655;2693	-999.00	-999.00	-999.00	-999.00	1526489.41	11.23	-2.54	4.34	50.52	31.43	40.98	1	21.74	1.00	0.08	41.43	237.91	618.60	1634.43
Artiodactyla	Bovidae	Madoqua	kirkii	Madoqua kirkii	2.00	4833.40	-999.00	654.27	-999.00	501.87	2145.00	4290.00	5.00	338.82	171.49	1.00	-999.00	-999.00	182.50	0.98	-999.00	198.00	625.82	-999.00	19.00	-999.00	233.47	2.50	4	1.00	1	42.58	1633.49	-999.00	543;730;869;917;1052;1297;1525;1577;1604;1763;1822;1848;2629;2655;2693;2986;3057	-999.00	1.56	-999.00	-999.00	1734714.03	11.03	-24.20	-6.58	50.58	11.71	31.14	0	27.97	1.00	0.11	45.69	222.42	617.04	1577.87
Artiodactyla	Bovidae	Madoqua	piacentinii	Madoqua piacentinii	3.00	2500.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.00	327.33	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	168.00	-999.00	-999.00	-999.00	-999.00	251.71	-999.00	-999	-999.00	1	-999.00	-999.00	-999.00	1848;2655	-999.00	-999.00	-999.00	-999.00	30486.05	6.06	2.20	4.13	48.96	45.62	47.29	4	18.05	4.00	0.05	18.05	264.91	339.62	1993.88
Artiodactyla	Bovidae	Madoqua	saltiana	Madoqua saltiana	2.00	3424.47	-999.00	595.00	-999.00	-999.00	-999.00	-999.00	2.00	327.33	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	168.00	672.79	-999.00	-999.00	-999.00	253.75	1.50	4	-999.00	1	41.99	-999.00	-999.00	1297;1525;1848;2655;2693	-999.00	-999.00	-999.00	-999.00	1219720.78	19.33	0.20	9.77	51.41	35.96	43.68	1	20.77	3.00	0.09	31.60	244.74	453.34	1717.71
Rodentia	Muridae	Madromys	blanfordi	Madromys blanfordi	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	68.66	-999.00	-999.00	1297	-999.00	-999.00	-999.00	-999.00	971799.78	25.34	5.91	15.62	86.01	73.00	79.51	39	283.78	96.00	0.08	100.43	257.58	833.45	1520.08
Rodentia	Echimyidae	Makalata	didelphoides	Makalata didelphoides	1.00	398.66	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	1.00	-999.00	37.20	-999.00	-999.00	155.01	-999.00	-999.00	-999.00	-999	2.00	-999	-999.00	-999.00	-999.00	543;730;1297;2151;2655	-999.00	-999.00	-999.00	-999.00	3346517.79	9.76	-14.81	-2.52	-46.49	-74.87	-60.68	0	5.53	0.00	0.14	169.07	250.29	1468.58	1636.97
Rodentia	Echimyidae	Makalata	grandis	Makalata grandis	1.00	584.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999	-999.00	-999.00	-999.00	890;2655	-999.00	-999.00	-999.00	-999.00	73011.97	-1.40	-3.45	-2.42	-52.63	-58.53	-55.58	1	3.69	1.00	0.13	148.50	259.05	1389.53	1631.92
Rodentia	Echimyidae	Makalata	macrura	Makalata macrura	-999.00	439.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	2655	-999.00	-999.00	-999.00	-999.00	437079.58	-4.98	-14.04	-9.51	-69.05	-76.90	-72.98	0	5.87	0.00	0.12	202.16	225.28	1392.72	1510.47
Rodentia	Echimyidae	Makalata	obscura	Makalata obscura	1.00	108.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999	-999.00	-999.00	-999.00	2151;2655	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Rodentia	Echimyidae	Makalata	occasius	Makalata occasius	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Rodentia	Echimyidae	Makalata	rhipidura	Makalata rhipidura	-999.00	315.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	2655	-999.00	-999.00	-999.00	-999.00	26835.71	-3.04	-4.75	-3.89	-72.58	-74.59	-73.59	1	2.75	1.00	0.12	232.38	265.62	1495.68	1495.68
Rodentia	Muridae	Malacomys	cansdalei	Malacomys cansdalei	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	135469.39	7.57	4.73	6.15	-0.05	-5.53	-2.79	18	122.55	20.00	0.13	118.50	263.75	1363.82	1607.24
Rodentia	Muridae	Malacomys	edwardsi	Malacomys edwardsi	-999.00	63.78	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.848797e-03	3.633282e-03	-999.00	2.46	-999.00	-999.00	-999.00	-999.00	155.03	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	730;1256;1297;2655	-999.00	-999.00	-999.00	-999.00	387957.64	9.53	4.35	6.94	6.08	-13.29	-3.60	3	125.24	13.00	0.09	172.79	259.00	1310.52	1583.32
Rodentia	Muridae	Malacomys	longipes	Malacomys longipes	1.00	95.64	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	2.91	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999	-999.00	-999.00	-999.00	904;1297;2361;2655	-999.00	-999.00	-999.00	-999.00	3123799.92	7.78	-10.89	-1.55	32.52	-8.73	11.89	0	42.30	1.00	0.13	144.84	243.11	1346.51	1553.25
Rodentia	Nesomyidae	Malacothrix	typica	Malacothrix typica	-999.00	17.02	-999.00	-999.00	-999.00	111.00	20.61	21.70	3.00	-999.00	26.37	-999.00	-999.00	-999.00	-999.00	4.04	1.00	-999.00	1.19	26.00	-999.00	-999.00	65.61	-999.00	-999	-999.00	2	31.81	-999.00	-999.00	1297;1584;1822;2655	-999.00	-999.00	-999.00	-999.00	1821447.98	-7.63	-34.83	-21.23	28.08	13.67	20.87	0	12.00	0.00	0.09	38.38	186.15	480.67	1281.22
Rodentia	Muridae	Mallomys	aroaensis	Mallomys aroaensis	-999.00	1663.99	-999.00	405.75	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	3.00	-999.00	-999.00	-999.00	1.02	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	6	2.00	1	-999.00	-999.00	-999.00	661;971;977;2152;2655;2803	-999.00	-999.00	-999.00	-999.00	110553.66	-1.05	-10.21	-5.63	149.80	133.82	141.81	1	12.91	2.00	0.12	298.45	183.30	1668.68	1688.90
Rodentia	Muridae	Mallomys	gunung	Mallomys gunung	-999.00	2041.47	-999.00	442.03	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	1.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	6	2.00	1	-999.00	-999.00	-999.00	977;2152;2655	-999.00	-999.00	-999.00	-999.00	710.81	-3.69	-4.09	-3.89	138.97	137.66	138.31	6	6.66	6.00	0.17	178.00	140.66	1716.67	1716.67
Rodentia	Muridae	Mallomys	istapantap	Mallomys istapantap	-999.00	1990.43	-999.00	416.90	-999.00	-999.00	-999.00	-999.00	2.00	-999.00	-999.00	3.00	-999.00	-999.00	-999.00	1.07	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	6	2.00	1	-999.00	-999.00	-999.00	971;977;2152;2655	-999.00	-999.00	-999.00	-999.00	20432.86	-3.82	-8.82	-6.32	147.48	137.08	142.28	2	10.94	2.00	0.14	235.57	147.77	1678.05	1678.05
Rodentia	Muridae	Mallomys	rothschildi	Mallomys rothschildi	1.00	1157.50	-999.00	380.85	-999.00	-999.00	-999.00	-999.00	1.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	1.02	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	6	2.00	1	-999.00	-999.00	348.92	292;456;977;1297;2152;2655;2803	-999.00	-999.00	-999.00	780.77	141297.45	-3.50	-8.86	-6.18	147.57	135.25	141.41	1	9.96	2.00	0.14	267.81	193.87	1683.07	1706.04
Rodentia	Muridae	Malpaisomys	insularis	Malpaisomys insularis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
Rodentia	Muridae	Mammelomys	lanosus	Mammelomys lanosus	-999.00	117.10	-999.00	161.13	10.00	-999.00	-999.00	-999.00	3.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	2.68	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	3	-999.00	1	20.00	-999.00	-999.00	977;2152;2655;2803	-999.00	-999.00	-999.00	-999.00	12239.07	-3.55	-5.55	-4.55	141.83	138.32	140.08	1	4.58	1.00	0.25	214.53	197.80	1694.06	1694.06
Rodentia	Muridae	Mammelomys	rattoides	Mammelomys rattoides	-999.00	209.49	-999.00	204.42	10.00	-999.00	-999.00	-999.00	3.00	-999.00	-999.00	2.00	-999.00	-999.00	-999.00	1.69	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	185.61	-999.00	3	1.00	1	20.00	-999.00	-999.00	977;2152;2655;2803	-999.00	-999.00	-999.00	-999.00	90705.71	-1.68	-7.40	-4.54	146.96	135.93	141.44	2	7.49	2.00	0.17	234.26	255.35	1705.97	1736.18
Primates	Cercopithecidae	Mandrillus	leucophaeus	Mandrillus leucophaeus	3.00	14253.30	-999.00	700.00	-999.00	1825.00	-999.00	-999.00	3.00	-999.00	179.22	1.00	-999.00	-999.00	513.43	1.01	0.50	400.80	718.15	-999.00	-999.00	22.50	1745.96	17.00	-999	1.00	2	486.66	-999.00	-999.00	208;543;899;1297;1544;1547;1848;2344;2489;2493;2655;2660;2986	-999.00	-999.00	-999.00	-999.00	106294.34	7.22	3.20	5.21	11.41	7.93	9.67	7	91.24	10.00	0.10	203.29	242.78	1219.88	1533.71
Primates	Cercopithecidae	Mandrillus	sphinx	Mandrillus sphinx	3.00	16685.06	-999.00	758.94	-999.00	1460.00	-999.00	-999.00	4.00	-999.00	173.99	2.00	26.34	-999.00	521.64	1.02	-999.00	555.96	612.89	-999.00	21.40	30.00	2122.11	13.90	-999	2.00	2	348.01	3000.00	-999.00	208;543;899;904;1297;1544;1547;1763;1767;1848;2344;2489;2493;2655;2660;2878;2986	-999.00	0.91	-999.00	-999.00	287896.72	4.49	-6.01	-0.76	13.65	8.69	11.17	1	22.96	1.00	0.08	161.18	243.83	1259.00	1505.11
Pholidota	Manidae	Manis	crassicaudata	Manis crassicaudata	1.00	8017.56	-999.00	542.69	0.00	-999.00	1240.98	15910.00	1.00	-999.00	67.50	3.00	-999.00	-999.00	365.00	1.00	1.00	162.00	311.12	191.70	-999.00	-999.00	755.15	-999.00	2	2.00	3	-999.00	-999.00	-999.00	7;543;1297;1304;1822;1848;1947;2151;2655	-999.00	-999.00	-999.00	-999.00	2913173.88	33.23	5.91	19.57	91.38	66.62	79.00	18	368.94	74.00	0.09	91.59	254.18	752.28	1445.98
Pholidota	Manidae	Manis	culionensis	Manis culionensis	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999.00	-999.00	-999.00	-999	-999.00	-999.00	-999.00	-999.00	11958.33	11.98	8.32	10.15	120.07	117.17	118.62	22	41.52	22.00	0.21	224.00	249.78	-999.00	-999.00
Rodentia	Sciuridae	Marmota	vancouverensis	Marmota vancouverensis	3.00	5232.43	-999.00	466.84	-999.00	-999.00	-999.00	-999.00	4.00	714.87	31.65	2.00	-999.00	-999.00	-999.00	3.59	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	1241.53	8.00	-999	1.00	1	-999.00	-999.00	-999.00	116;511;899;1297;2105;2655	-999.00	-999.00	-999.00	-999.00	6678.32	49.51	48.38	48.95	-123.75	-125.34	-124.55	1	17.86	1.00	0.12	175.79	64.88	486.00	509.00
Carnivora	Mustelidae	Martes	americana	Martes americana	2.00	873.69	-999.00	381.36	36.97	365.00	584.85	885.00	1.00	-999.00	27.63	1.00	3.66	3.91	365.00	2.60	-999.00	228.00	31.30	-999.00	0.67	-999.00	456.25	-999.00	4	1.00	3	45.73	386.78	-999.00	367;542;543;730;1113;1297;1573;1822;2655;2986	-999.00	1.10	-999.00	-999.00	7620172.14	69.50	36.20	52.85	-53.62	-161.53	-107.58	0	4.32	0.00	0.05	48.46	-26.12	328.07	407.62
